id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4954700774641803,NmX13jtxN,5510232797,小老虎只吃鲨鱼干,虽然我基本上是实名制追星，也没隐瞒过自己的微博，但如果我现生朋友当着我面读我写的梦女文学我想我还是会裂开的。不过还好，他们也没有一个人有勇气读呵呵[月亮代表我的心],,,,,0,0,0,2023-10-08 22:43,宇宙之王Android,,,,湖北
4954692087714483,NmWN2wmT9,7758543291,桃奈栀枳,卢昱晓#向全世界安利卢昱晓#第一记☞【实时】①实时什么是实时呢？(以下简称ss)ss指微博根据你的账耗权重来确定是否要收录你发的微博内容。如果你的博文内容被微博收录了的话，你的博文内容就会被微博搜索到。ss有什么作用呢？有ss账耗所发内容可以上gc，可以上热门文章，可以在综合显示。ss发的内容，有机会做到精选热门微博，热门文章，获得排名靠前的位置。怎么样去养ss呢？1⃣️完善个人账耗信息【实名认证】可以提高阳光信用(ygxy)2⃣️法微博时多发原创内容【一定要带相关话题可以加权】tips:最好是九宫格或者是视频(权重会更高以下简称qz)每天3-4条就可以主超书局差建议发到主超3⃣️固定时间发博文尽量整点每天坚持去发【养耗是场攻坚战一定要坚持下去~】(最好固定端口发，不要一会网页一会iPad一会手机)4⃣️关注正能量大V并且勤互动!(比如人民日报央视新闻共青团，央视网等)5⃣️多和ygxy高实名制的小雨露互关平时发帖是多互动，👍🏻➕瓶就可【转发不要过多伤耗】(把宝贵的机会留给转晓晓后援以及产出吧~)6⃣️勤在每日一善阳光信用超话发帖!!!(切图九宫格)7⃣️养熊猫🐼多浇水喂竹子切耗的时候开飞行❗(虽然很麻烦但常切会导致ss跑丢~),,,,向全世界安利卢昱晓,1,7,1,2023-10-08 22:08,晓晓宝贝的废话小天才,['https://wx2.sinaimg.cn/large/008t43x1ly1hio7mzffprj30yi0yiqez.jpg'],,,黑龙江
4954669795512350,NmWd5n80S,1992104173,要坐端,【别扫！这是新型诈骗！】10月7日，知名演员孙艺洲的一条微博，将近期堪称猖狂的“蟹卡骗局”送上了热搜。孙艺洲发文称，快递收到一张蟹卡，起初以为是哪位朋友赠送的礼物，扫码之后却发现有些不对劲，又搜了搜发现好像是诈骗！这些蟹卡普遍都没有公司名称，只有一个二维码。截至10月8日晚上20时，这条微博已经有1900多人转发，3500多人评论，5.5万人点赞。“蟹卡骗局”实际上就是“刷单骗局”，简要来说就是：让受害人通过扫码“入群”或“下载App”进行刷单任务，前期以小额返利获取受害人信任，后期要求受害人大额充值后，不予返还本金和返利，最终完成诈骗。众多网友在看了孙艺洲的微博后称，也遇到了类似诈骗，有收到过送中秋礼、购物平台积分的，也有收到送手机支架、水杯等小礼品的。有网友戏称“扫码入的群里，除了自己，其他人几乎全是‘托’，简直就是贴身诈骗”。“蟹卡骗局”的热议，不禁让我们深思，这么精准的快递投放，是谁泄露了“孙艺洲们”的信息？快递公司寄件实名制是否存在“形同虚设”？面对越来越翻新的诈骗花样，除了要提高个人警惕，不要贪图“小恩小惠”外，还需要加强自我信息保护，避免随意泄露快递收货地址和手机号等敏感信息外，更需要政府从法治层面出手，加大诈骗打击力度，重拳整治买卖个人信息相关黑色产业链，让“蟹卡骗局”们越来越没有生存空间。,,,,,0,0,0,2023-10-08 20:39,微博网页版,['https://wx4.sinaimg.cn/large/76bd18edly1hio51n9a3sj20v00suq9y.jpg'],,,四川
4954637100650346,NmVmm2Jbs,1905687615,网易科技频道,【#秀动回应与黄牛合作提前售票#】10月8日中午，配音演员谷江山巡演门票在秀动平台开售，多名网友反映，抢到票付款前系统被闪退并卡顿。同时，闲鱼多名商家已在兜售将于明日开抢的另一场次门票，原价350-480元被炒至1000-2000元。随后，网友质疑秀动内部与黄牛合作，相关话题登上热搜，谷江山本人也在微博发文道歉。上述闲鱼商家告诉九派财经记者，“我们是从票务那里拿票，他们基本是和秀动合作，能保证有票。”对此，秀动客服回应九派财经记者称：“确实没有和黄牛合作，演出门票都需要凭本人身份信息实名制购买，一人只能买一张。目前正在核实系统退出卡顿的问题。”#秀动否认与黄牛合作提前售票#L九派财经的微博视频,,,,"秀动回应与黄牛合作提前售票,秀动否认与黄牛合作提前售票",0,1,4,2023-10-08 18:30,微博视频号,,"http://f.video.weibocdn.com/o0/vbRNB41Rlx089dnCFWco010412005FfN0E010.mp4?label=mp4_720p&template=720x1276.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1701086394&ssig=bGQJsAEP9q&KID=unistore,video",,
4954630251348378,NmVbj5EM2,7508306031,BySamJJ,#微博辟谣#演唱会门票，不可以赠送，转让，实名制，这个人是骗子！.,,,,微博辟谣,0,0,0,2023-10-08 18:02,微博社区管理中心,,,,江苏
4954624773849880,NmV2tg9wQ,7516679696,九派新闻,【#秀动回应与黄牛合作提前售票#】10月8日中午，配音演员谷江山巡演门票在秀动平台开售，多名网友反映，抢到票付款前系统被闪退并卡顿。同时，闲鱼多名商家已在兜售将于明日开抢的另一场次门票，原价350-480元被炒至1000-2000元。随后，网友质疑秀动内部与黄牛合作，相关话题登上热搜，谷江山本人也在微博发文道歉。上述闲鱼商家告诉九派财经记者，“我们是从票务那里拿票，他们基本是和秀动合作，能保证有票。”对此，秀动客服回应九派财经记者称：“确实没有和黄牛合作，演出门票都需要凭本人身份信息实名制购买，一人只能买一张。目前正在核实系统退出卡顿的问题。”#秀动否认与黄牛合作提前售票#L九派财经的微博视频,,,,"秀动回应与黄牛合作提前售票,秀动否认与黄牛合作提前售票",4,0,3,2023-10-08 17:41,微博视频号,,"http://f.video.weibocdn.com/o0/vbRNB41Rlx089dnCFWco010412005FfN0E010.mp4?label=mp4_720p&template=720x1276.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1701086394&ssig=bGQJsAEP9q&KID=unistore,video",,
4954621723542544,NmUXyeRzO,6960438374,呦呦未皖,补号早就变了，怎么还在乱教人，明明就有最简单方式，还在教老早的，emmm，就说你不懂别乱教，现在的qq已经不允许随便注册了，一个实名制下只能注册5个qq，而且必须实名制.........不懂别瞎教啊，服了。而且一个sjh的上限就是5个微博..............,,,,,0,13,2,2023-10-08 17:28,,,,,江苏
4954618557106990,NmUSrtOQS,5820973786,互因科技,【#秀动回应与黄牛合作提前售票#】10月8日中午，配音演员谷江山巡演门票在秀动平台开售，多名网友反映，抢到票付款前系统被闪退并卡顿。同时，闲鱼多名商家已在兜售将于明日开抢的另一场次门票，原价350-480元被炒至1000-2000元。随后，网友质疑秀动内部与黄牛合作，相关话题登上热搜，谷江山本人也在微博发文道歉。上述闲鱼商家告诉九派财经记者，“我们是从票务那里拿票，他们基本是和秀动合作，能保证有票。”对此，秀动客服回应九派财经记者称：“确实没有和黄牛合作，演出门票都需要凭本人身份信息实名制购买，一人只能买一张。目前正在核实系统退出卡顿的问题。”#秀动否认与黄牛合作提前售票#L九派财经的微博视频,,,,"秀动回应与黄牛合作提前售票,秀动否认与黄牛合作提前售票",0,0,1,2023-10-08 17:16,微博视频号,,"http://f.video.weibocdn.com/o0/vbRNB41Rlx089dnCFWco010412005FfN0E010.mp4?label=mp4_720p&template=720x1276.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1701086394&ssig=bGQJsAEP9q&KID=unistore,video",,
4946767458599981,NjCDnA5fn,6144622278,Megustantusojos,整天在微博实名制diss人主打的现代刘胡兰宁死不屈,,,,,0,0,0,2023-09-17 01:18,微博轻享版,,,,河南
4946487080911350,Njvla3P5c,3199097195,chby,有人的地方就有政治，何况微信中满是实名的人群。这种现状，让部分微信朋友圈爱好者重回微博分享生活。因为在某种程度上，即使微博同为实名制社交软件，却可以随时更换“马甲（网络小号的代称）”，逃离熟人圈。,,,,,0,0,0,2023-09-16 06:44,Android客户端,,,,江苏
4954202486082981,NmK3mpwsB,7873851964,前桃源温泉山庄小前台,第一次承办这么大规模的公司年会！祝五斗米集团来年的业绩再接再厉！#桃源温泉山庄#代号鸢,,,,桃源温泉山庄,171,273,7743,2023-10-07 13:43,代号鸢超话,['https://wx4.sinaimg.cn/large/008ARSAkgy1himnel1mzvj30fy09zwg3.jpg'],,
4954345143797749,NmNLsfVY1,5036373975,樹苺不是树莓,每天笑死在鸢子的微博里哈哈哈哈哈//@百见三:实名制上网//@代号鸢攻略个人版:你张道陵为啥用先帝的号,,,"百见三,代号鸢攻略个人版",,0,0,7743,2023-10-07 23:09,OPPO Reno6 Pro 5G,,,4954202486082981,北京
4954327955018549,NmNjJl3yl,6538204401,睡不够的馋猫,微博广场上天天各种造谣生事，yxh各个带节奏完成KPI，归根结底难道不是微博给提供了平台？强烈要求实名制，看看还有没有这么乱的#强烈要求微博实名制#,,,,强烈要求微博实名制,0,0,3,2023-10-07 22:01,iPhone 8 Plus,,,,辽宁
4954316030085826,NmN0v0mki,6617617888,小羊环保所,杨超越环环又双叒叕带着惊喜来了，本次抽取一名幸运的羊粉儿获得10.11长沙《惊喜来敲门》入场名额一枚~抽奖条件：1、在@杨超越全国粉丝会发布的盖楼贴中，近10日内有7日盖楼记录（在评论-所有评论-我发出的中可查询自己账号发布的所有评论，截取10日内7天的评论即可）2、是杨超越超话尊贵的超like用户3、杨超越唯粉，无任何黑越言论符合条件并且确保能参与活动者私聊环环提供相关材料，审核通过者管理会拉进抽奖。微博私信截止时间：10.8上午10:00指定进裙时间：10.8中午12:00请注意私信or评论区如有抽取到的粉丝以活动名额谋取私利，请私信环环提供相关证据，如情况属实，环环将收回名额，以其他方式重新抽取。中奖的粉丝严禁转卖、转让名额（应要求实名制入场），务必确保抽中能去，若提交信息后无法前往，一经发现将报给粉丝会永久取消线下资格。不符合条件的将会重新抽取。,,,杨超越全国粉丝会,,6,23,61,2023-10-07 21:14,杨超越超话,,,,广东
4954309735219785,NmMQllTU5,1450596394,lyx9993,《为了全人类共同的价值和尊严——中国参与全球人权治理的实践与贡献》智库报告O《为了全人类共同的价值和尊严——中国参与全球人权治理的实践与贡献》智库报告请求中国政府纠正历史冤案！对日本，“警钟长鸣”并非杞人忧天对日本，“警钟长鸣”并非杞人忧天抗日有罪冤案！！抗日老兵冤株连子女案至今不依法纠正了吗？到底为什么？如此特殊冤案不纠正为了谁？@中国政府网@新华社@头条新闻#最高检权威发布##省检新闻发布会##检察珍藏录##今日头条#苏三离了洪洞县，将身来在大街前。未曾开言我心内（好）惨，过往的君子听我言。哪一位去往南京转，与我那三郎把信传。人言洛阳花似锦，偏奴行来不是春。江南美无奈我梦醒难眠，抗日有罪株连子女！看古瞧今我心更惨！@头条新闻@新华社@廉政瞭望#最高检权威发布##省检新闻发布会##检察珍藏录#控告了千万次的抗日有罪案！我父亲李佃池广东省新会市七堡镇汾阳里人，在民国国军薛岳将军部下当兵。长沙、常德抗战幸存者，战后改单名—李池。是湖南常德《喋血孤城》真正的抗日老兵幸存者也不放过！还株连子女至今未纠正。@新华社#最高检权威发布##省检新闻发布会##检察珍藏录#抗日罪株连子女！国家信访局2008年9月26日作为网上公开案例，2009年2月28日再次公开案例，中华人民共和国最高检察院1979年7月亲笔批文—依法纠正，统统当放屁处理！两次改无罪！被抗法阻拦！人权、法治、国威、最高、国格在哪里？中国几个最高！？回复@法律资深人@山彪575@艾建萍@腐败专属微博@长亭古道315@吉林四平邹清海冤案@小鬼花开伴相依_790@用户7507189928等全国网友：此条微博150天阅读288万次。“亲日后遗症”在韩国潜滋暗长！在中国发扬光大！抗日有罪！中国江西省定南县李月新的抗日老兵冤株连子女案至今不依法纠正！@廉政瞭望@傲鹰雄视#最高检权威发布##省检新闻发布会#网络出错了吗？！不可能！用铁的事实！实话实说！@头条新闻@中国政府网#最高检权威发布##省检新闻发布会##检察珍藏录#控告了三千多万次的抗日有罪案！湖南常德《喋血孤城》抗日老兵幸存者也不放过！还株连子女至今未纠正。祭祖先祭中华魂！今天也是我70岁生日，在《纪念抗日战争70周年为国殇扫墓》的文章里我就说到过，父亲为我过5岁生日时，买了两个鸡蛋和几个红薯，因会唱《黄埔军校军歌》而被关押。（注：走在抗日前线的抗日老兵都会唱。）后来错误冤定为历史反革命。本地、本单位执行劳教。父亲因当兵抗日痛苦了一辈子，1943年11月23日湖南常德失守，死伤的官兵多日无人救护和掩埋，我父亲和另两士兵从死人爬啦几天，才逃出。文革、三查每天批斗，打的爬着回家。理由是“多次大量杀害日本鬼子！日本鬼子也是人！”国军抗日定为历史反革命铁证如山：家属子女被无辜株连！我初小三年级不准读书，14岁单独下放农村，1979年已经平反了的现行反革命冤案！全案5人，4人平反无罪！首、主、次全部无罪！唯一当时的胁从人员我一人不改，因是湖南常德《喋血孤城》的抗日老兵幸存者，多次大量杀害日本鬼子！鬼子也是人！当年是要株连九族的子女。就连南京大屠杀！也说成是：杀的是谁！灭的是谁的威风！长的是谁的志气。这些话过来人知道，不用重复。其二、杀人犯“谢小果”编造举报我说了句对现实不满的反革命坏话，杀人犯“谢小果”因此而减免了罪行。编造的反革命言论就是一个让人笑掉大牙的笑话！内部控告书上有。我想了很久、很久。到底说？还是不说？为了说明事实真相，还是说！在坐牢期间有一天“谢小果”说：“很久没有吃过猪肉了！”。我说：“是啊！”，“谢小果”说：“我昨天晚上梦见捡到一块猪肉。”我说：“新鲜不新鲜？”，“谢小果”说：“新鲜！不过上面很多毛！”我说：“把毛烧一下，刮干净！还更香更好吃！”。这时“谢小果”大叫到：“报告！他说！想吃猪肉必须除毛！”这时胡涂管教来啦！“谁说的？”“他说的！现行反革命犯说的！”。我当时乱了心态说：“哪我连毛一起吃！”。“谢小果”说：“枪毙他！”。胡涂管教说：“枪毙他！我也得死！因为他肚子里有毛.....。”就这段对话成了潵布现行反革命言论。“英明法官”也不敢把原话写进判决书。因为写进判决书他也得死。文革中的反革命冤案过来人知道，与此案无关的反革命笑话就不多说了。枉法者为救杀人犯“谢小果”，“三点全露”！因为“谢小果”是权贵子弟。我多年来千万次控告到各级司法部门！被有权的枉法者当垃圾、放屁处理！1979年1980年先后两次对江西省定南县法院刑字（74）01号【判决】改判无罪！被枉法者阻拦！明显的冤案！简单的法学道理。人权、法治、国威、最高、国格！在枉法者眼中什么都不是！真正抗日老兵有罪，还株连无辜子女！简单的法学道理！明显的冤案！当年个别汪汪队！为感恩、效忠谁，制造特殊冤案，是可以理解的。但至今控告千万次，不依法纠正？只有靖国神社的皇军理解！鬼子留下的龟儿子理解！冤案不纠正！谁信谁？请求关注：江西省定南县李月新的抗日老兵冤株连子女案至今未依法纠正。（全部实名制、包括头像也是本人。）,,,"中国政府网,新华社,头条新闻,廉政瞭望,法律资深人,山彪575,艾建萍,腐败专属微博,长亭古道315,吉林四平邹清海冤案,小鬼花开伴相依_790,用户7507189928,傲鹰雄视","最高检权威发布,省检新闻发布会,检察珍藏录,今日头条",500,11,1,2023-10-07 20:49,分享按钮,,,,江西
4954290773035018,NmMlLcJxU,6616805064,小羊保卫处,杨超越📢惊喜通知❗️10.11的综艺录制名额抽奖，时间比较紧张，确保抽中名额能去的，符合抽奖条件🉑进群参与抽奖，如果去不了麻烦不要审核进群，感谢配合‼️微博抽奖条件：1️⃣抽杨超越唯粉，无任何黑言论，超话等级10级及以上。2️⃣连续做反黑至少一周，录屏近一周的主页拉黑情况。3️⃣提供相关代言购买记录符合条件并且确保能参与活动者私聊反黑提供相关材料，审核通过者管理会拉进抽奖。微博私信截止时间：10.8晚上18点抽奖时间会在群里提前通知‼️如有抽取到的粉丝以活动名额谋取私利，请私信反黑提供相关证据，如情况属实，反黑将收回名额，重新抽取。‼️中奖的粉丝严禁转卖、转让名额（应要求实名制入场），务必确保抽中能去，若提交信息后无法前往，一经发现将报给粉丝会永久取消线下资格。‼️不符合条件的将会重新抽取！,,,,,14,33,94,2023-10-07 19:33,杨超越超话,['https://wx1.sinaimg.cn/large/007dNrgkgy1himxjcrnipj30sg0sg75y.jpg'],,,江苏
4954256229007764,NmLs2BNkw,7652433328,雪天日记-,超话小秘书您好，本人没有违规操作，也没有频繁操作，是成年人，实名制账号，已连续使用多年，去年下半年开始发不了超话，每天超话签到都说最近的行为存在异常，要验证后才能签到。请尽快解决，感谢！🙏🏻@超话社区@超话小秘书@微博管理员,,,"超话社区,超话小秘书,微博管理员",,0,2,0,2023-10-07 17:16,超话小秘书超话,,,,安徽
4954255741161006,NmLrg4S1U,2351867587,三鲜馅儿是给兔子吃的,真不容易，终于把微博找回来了，代价就是完成了实名制认证，行，我已经暴露了,,,,,0,4,0,2023-10-07 17:14,iPhone客户端,,,,北京
4954246091377733,NmLbH5Mpv,1659080101,走过二十二的阿呆,咖啡馆随笔【5】-咖啡：星巴克超大杯热摩卡「去奶油」-BGM：Perfect-咖啡店：宝山体育馆店很久没有坐在咖啡店里写东西了。找寻这段开头花了点时间，迎着秋风，沿着秋雨落下的轨迹，翻过了炎炎夏日新疆的路途，才寻到躲在八月下旬的上一次随笔。等女儿放学前，雨天，懒得闷在车上，便钻进店里。假期后的第一个工作日，人不多，整个店里不超过10位顾客，遂有如是片刻清净，简单回顾下假期完成事宜。首先是计划中的全部完成，其实都是早早落在手机的「待办事项」中的：✅洗书包——开学后女儿的书包因为写毛笔字的关系脏了些，趁着长假天气好，原本计划我来洗，结果女儿自己动手，替我完成了「心愿清单」✅加油卡充值——车险送的充值卡，因我的加油卡一直没有实名制绑定，遂去往服务点，完成实名制绑定，也完成了充值✅洗牙——因为「众所周知」的原因，也因为一直比较容易得溃疡，所以中算是假期结束前时隔两年洗牙了。每次洗牙都很痛，每次几乎都要半途想放弃，每次也都半昏厥坚持到最后，是的，很弱，很差劲。✅电脑升级——上一个项目终于在假期前close，因为一个项目上的工具需要用到自己的电脑，所以不敢升级。既然项目换成了也升了级。其实电脑端升级后的感觉没有手机、手表、甚至iPad来的大，也就一些桌面应用，但真的，谁会盯着电脑桌面上的东西去看，何况几乎都是来自手机的应用。✅Onirii咖啡店感恩——如之前微博已提到的，亲自到咖啡店，亲自感恩。其次是一些计划外的，不经意的：✅韩国冷面——我不太愿意尝试新鲜事物，吃韩国料理顺便浅尝「首尔冷面」，还行，算不上很喜欢，至少可以是不排斥✅紫苏叶包烤肉——之前看「新森一家」的烤肉，常常用到的紫苏叶，这次也伴随着韩国烤肉一餐，大胆尝试，没有生菜那种爽口的感觉，毕竟是比较地道的吃法，tryitandit’sfine.✅真露——既然吃了韩国烤肉，地道的吃法不能没有清酒。没有日式清酒的甘甜，也不像传统白酒那么浓烈，notbad✅漫威主题限时店——完完全全计划外，从静安寺附近一路走到中山公园附近，在愚园路江苏路附近偶遇之前就想去的漫威限时店，参观，拍照，留念。唯一值得炫耀的是，店里的最新泡泡玛特盲盒一套没有隐藏款，而我已经到手，在店员面前简单得瑟了一下。剧集部分：✅落日✅少年法庭✅我的解放日志✅Loki第一季,,,,,0,3,1,2023-10-07 16:36,iPad Pro,,,,上海
4954185718567166,NmJCjzWI6,1650450024,孙红雷,小家伙，生日快乐！勇往直前,,,,,11578,7994,132162,2023-10-07 12:36,iPhone 12 Pro Max,,,
4954241295978008,NmL3Xp59u,7236367402,拗青,我实名制举报艺人张艺兴公然在微博宣扬银灰色情，误导青少年，恳请国家封杀！//@张艺兴:谢谢哥小家伙有“大家伙”,,,张艺兴,,0,1,132162,2023-10-07 16:17,iPhone客户端,,,4954185718567166,中国香港
4956076002511698,NnwNaaxpg,6198648442,好大的奕,关于「自媒体前台实名制要求」，微博曾在3个月前制定了以下规则：1.近三个月内，若“自媒体”账号因发布社会时政类违规内容被处罚达到3次，站方将予以该违规账号所发布内容不能进入推荐流展示以及搜索结果热门推荐不收录的处罚。2.如受到上述处罚，相关“自媒体”账号可提供“工作单位”及“职务信息”等“前台实名制”身份认证信息，在站方核实认证信息并在该用户个人主页展示后，即可解除限制。3.如被处罚的“自媒体”账号拒绝进行相关“前台实名制”身份认证，则仍将维持所发布内容不能进入推荐流展示以及搜索结果热门推荐不收录的限制。国家互联网信息办公室的要求是遵循「后台实名前台自愿」的原则，后期有何变化，目前不得知，但不可能会出现「强实名」。O参考信息,,,,,23,3,40,2023-10-12 17:47,,,,,广东
4956049017406379,Nnw5Dv4JJ,1762246013,S拔毛,▪票星球点进去就系统崩溃退出再点就秒没。▪上一次看伍佰老师是随机一个时间点进去买的票，不用卡点抢好快乐。▪卡点抢都抢不到但一搜微博各种出票，刚买完实名制的票就立马出手，这些不是骗子不是牛我倒立洗头。😅#伍佰成都抢票#,,,,伍佰 成都抢票,0,11,1,2023-10-12 16:00,林克卖iPhone 14 Pro,"['https://wx3.sinaimg.cn/large/6909bd7dly1hisjgbgxkaj20u012pq57.jpg', 'https://wx3.sinaimg.cn/large/6909bd7dly1hisjfebxa7j20uk0u0tby.jpg']",,,四川
4956043106061855,NnvW6pqXR,7011430012,苯人全网通用名,我丈夫好丑在这个超话实名制骂骂丈夫得了不想被同担审判不同步到微博就行丑老公波特投稿鬼知道是粉丝还是dyj别人边骂你丈夫边把钱赚了你还傻乐呵,,,,,0,2,11,2023-10-12 15:36,我丈夫好丑超话,,,,河南
4956038224937457,NnvOekIsp,2667821523,牵狗溜溜溜,#伍佰演唱会#秒空，微博全是转票，实名制还能转？别被骗了,,,,伍佰演唱会,0,1,1,2023-10-12 15:17,iPhone客户端,,,,四川
4956020867860975,NnvmewYZV,5575842802,李健工作室,#李健万物安生时巡回演唱会#首场武汉站（11月4日）10秒售罄！[丰收了],,,,李健万物安生时巡回演唱会,1648,1843,4662,2023-10-12 14:08,李健超话,['https://wx2.sinaimg.cn/large/0065lFqqly1hisg8ipz0vj32c13qqu11.jpg'],,
4956033863386332,NnvHcecWg,7766539021,心向往之LJ,转发微博#李健演唱会##李健万物安生时巡回演唱会#//@李健工作室:⚠️本轮演唱会开售采用「强实名制」*仅可按条件退票，无法转让（赠）！‼️请大家认准官方售票平台，参照官方购票页面*票务须知！谨防受骗！‼️,,,李健工作室,"李健演唱会,李健万物安生时巡回演唱会",0,0,4662,2023-10-12 15:00,OPPO Find X3 Pro,,,4956020867860975,广东
4956019857819177,NnvkBwO7L,1751784050,城南青石,希望能出个功能，设置后可以自动屏蔽另一个性别的微博，另一个性别的人不能关注评论私信设置了的人，当然是看实名制信息，而不是资料性别。,,,,,0,0,1,2023-10-12 14:04,女同学的HarmonyOS设备,,,,四川
4955977129400588,NnudGDrwo,7834011317,商商查,【热搜第一！#周杰伦上海演唱会黄牛集体退票#】周杰伦上海站演唱会今天（10月12日）开唱，12日-15日连唱四天，演唱会门票却一票难求，黄牛票炒到上万元。近日，出现有黄牛集体退票的情况。该消息一出，引发大量关注，迅速冲上微博热搜第一。#周杰伦上海演唱会##周杰伦上海演唱会黄牛退票#作为华语乐坛的代表性人物之一，周杰伦拥有着庞大的粉丝群体和广泛的影响力。他的每一场演唱会门票都备受追捧，往往一票难求。因此，黄牛党们也借机倒卖周杰伦演唱会的门票，谋取暴利。对于本次为何集体退单，记者询问了一位黄牛卖家，该卖家表示，原因是主办方原定的给录入信息如今不兑现，因此都在退单。根据”商商查“显示，周杰伦本次上海演唱会主办方上海喜心文化传播有限公司成立于2019年6月，注册资本500万元，法定代表人为李冬。##周杰伦##周杰伦演唱会##强实名制下为什么还有黄牛票#,,,,"周杰伦上海演唱会黄牛集体退票,周杰伦上海演唱会,周杰伦上海演唱会黄牛退票",0,0,0,2023-10-12 11:14,微博网页版,"['https://wx4.sinaimg.cn/large/008yaIdfly1hisb7la29xj31450osb29.jpg', 'https://wx3.sinaimg.cn/large/008yaIdfly1hisb7kpj3wj30hs0cmaat.jpg', 'https://wx1.sinaimg.cn/large/008yaIdfly1hisb7kruq6j30hs0qon0a.jpg']",,,浙江
4945146682279389,NiWte9yYl,7567146420,财经30分,财经>>30分快讯2023年09月12日13:47【锡南科技：公司产品目前不能用在无人驾驶上】锡南科技9月12日在投资者互动平台表示，公司产品目前不能用在无人驾驶上。*13:47【海能达：公司是星闪联盟成员单位】海能达9月12日在互动平台称，公司是星闪联盟成员单位，对星闪技术保持着积极的跟踪，将根据行业及技术发展应用于行业客户产品中。*13:44旅游、酒店股午后走低，君亭酒店跌超5%，长白山、锦江酒店、众信旅游、三特索道等跟跌。*13:42【漫步者：公司是星闪联盟会员单位目前相关产品已在研发中】漫步者9月12日在互动平台表示，公司是星闪联盟的会员单位，目前相关产品已在研发中。*13:37【华为产业链快速回升四川长虹午后涨停】四川长虹涨停，此前华映科技9天7板，冠石科技、新纶新材、拓维信息、润和软件、常山北明等纷纷冲高。10条*13:36【皖能电力：7月发电量约50亿度8月环比继续提升电价预计不会大幅下跌】皖能电力近期披露投资者关系活动记录表显示，新疆在建的4台煤电机组其中两台预计在今年9月上旬双投，另两台预计在2024年年底前双投。新疆煤炭成本方面，标煤价格在200至300元/吨之间。*13:36【德赛电池：暂无芯片业务】德赛电池9月12日在投资者互动平台表示，公司主要围绕锂电池产业链进行业务布局，立足电源管理系统及封装集成业务，正在大力推进与现有产业高度关联且市场潜力大的新兴业务的发展，战略布局储能电芯业务和SIP先进封装业务，暂无芯片业务。*13:31【周杰伦上海演唱会今晚开抢抵制“黄牛”采取“强实名制”】9月12日18时，10月12日到15日举行的周杰伦2023“嘉年华”世界巡回演唱会上海站将开启门票预售。此前，演唱会官方票务平台大麦、猫眼和票星球平台发布公告，宣布本场演出为购票实名制入场，门票可退，但不得转赠及转售，演出开始前48小时停止退票。“周杰伦上海演唱会强实名”随即登上微博热搜。7条*13:30大金融板块持续低迷，新华保险午后跌近8%，中国太保、东北证券、国盛金控、华鑫股份等跌幅居前。22条*13:25...篇幅有限，欢迎关注5gn.vip【5Gn.VIP】责任编辑：财经30分,,,,,0,0,0,2023-09-12 13:58,微博网页版,,,,北京
4945144052451498,NiWoZahKi,2157460340,减肥中的ZM,我和朋友在不知道对方买票的情况下，买了张韶涵同一天同一场演唱会的门票，就是同一个身份证买了两张同一天同一场的票，我现在申请退一张票，平台不给退，演唱会不是说是实名制的吗？不是说是一证一票的吗？麻烦帮忙解惑。#张韶涵寓言世界巡回演唱会#@张韶涵官方微博@12315@消费者权益保护法@12345,,,"张韶涵官方微博,12315,消费者权益保护法,12345",张韶涵寓言世界巡回演唱会,0,9,1,2023-09-12 13:48,iPhone客户端,,,,广东
4945143787688016,NiWoywg0g,1905628462,上海证券报,#周杰伦上海演唱会今晚开抢#9月12日18时，10月12日到15日举行的周杰伦2023“嘉年华”世界巡回演唱会上海站将开启门票预售。　　此前，演唱会官方票务平台大麦、猫眼和票星球平台发布公告，宣布本场演出为购票实名制入场，门票可退，但不得转赠及转售，演出开始前48小时停止退票。“周杰伦上海演唱会强实名”随即登上微博热搜。　　演出实名制购票即消费者需要在票务平台上登记个人身份信息才能进行购票，但购票后可以直接凭门票入场，购票人与实际观演者可以不是同一人。再此规则下，每张身份证可以购买同场演出的多张门票，门票不可退，但可以转赠从而实现门票的流通。,,,,周杰伦上海演唱会今晚开抢,1,0,0,2023-09-12 13:46,微博网页版,['https://wx2.sinaimg.cn/large/7195952egy1hhtr0m79jgj20j610j7hn.jpg'],,,
4945105279520057,NiVorDWBj,3071207611,-HE22,好恶心好晦气微博少给我乱推人晦气东西再被我发现别的平台视奸我我直接实名制杀妈最好还是给我小心为妙,,,,,0,1,1,2023-09-12 11:13,iPhone客户端,['https://wx1.sinaimg.cn/large/b70ee8bbly1hhtmjrwjpoj22c03407wk.jpg'],,,上海
4944937046247469,NiR16qdfD,6814516525,LL要開心呀呀,抖音微博都是这个（实名制电子票）纠结自己去还是想选择近点的城市（但是sh错过了估计又要等三四年）,,,,,0,1,0,2023-09-12 00:05,iPhone客户端,['https://wx3.sinaimg.cn/large/007rb12Rgy1hht381vi3tj30zo2567wh.jpg'],,,广东
